3450;3
0.225022482700957;0.265288697114994;0.450053967879444
0.451227544658883;0.229438391644384;0.529954548665613
0.492694155990923;0.836123147357523;0.4988134432802
0.783436286202532;0.134068375716295;0.903141259339931
0.557707975498995;0.741304686609886;0.202087034918313
0.145791469111039;0.602898559799067;0.244272173954137
0.0778748866362644;0.28131230743895;0.346129485208521
0.471435444548553;0.237666181189038;0.722097318890007
0.336377437372288;0.29092505434307;0.907020987864257
0.150893180024514;0.482855402277991;0.249109456619572
0.120464118365682;0.509442828273303;0.22176269861231
0.647050007142063;0.138580177694603;0.594785483035753
0.908940860052966;0.227977555739536;0.755840225652281
0.83705792760154;0.659697293345678;0.920814878798612
0.0450717215349617;0.865074648424804;0.135061170997292
0.339453856451294;0.346691694026496;0.407440361860042
0.99090618411034;0.00114944423478635;0.977222631431076
0.00159268837136086;0.716677246562989;0.71174000370167
0.744266881083456;0.556598042197579;0.340523469270534
0.130483742010024;0.52988962082348;0.597443197088376
0.658714976118091;0.264201916808226;0.400049631976986
0.5845439170107;0.515204088165187;0.14888938293516
0.881174739136691;0.690169556883828;0.73061617399442
0.22430035915999;0.975232569706398;0.573662745989162
0.948755209189485;0.102057351792521;0.880357360685583
0.388864819416232;0.224968338342499;0.170986358308186
0.804403408485889;0.609923302347081;0.557769726619757
0.669452713356629;0.415435351093982;0.797717762119007
0.142309584269597;0.682497882479496;0.884485669283072
0.626403223652685;0.296821415261563;0.316603247081077
0.240228315177877;0.650957330557495;0.152721217838025
0.938296922969632;0.750738967350107;0.384474767534843
0.724860905580109;0.94643406734175;0.14877036184571
0.817880710449181;0.96007832120122;0.865224573704631
0.765114525506027;0.663789499317334;0.75584081570983
0.84034267136187;0.428857519947773;0.0780088622464245
0.0916528374075049;0.749747286079695;0.0903393035219381
0.448410617387685;0.0180906925589364;0.927325480711698
0.388862757409981;0.2515234601293;0.993474947191887
0.30007002593198;0.76427842679384;0.176173750471855
0.284319748831814;0.198504430325576;0.411908087830411
0.841757002107462;0.738250947773424;0.170587524321439
0.858518180106265;0.728144008638354;0.832842660180444
0.388548508476049;0.175435672966264;0.396352906541568
0.501876333886366;0.429796665462752;0.509157084074593
0.672903222219743;0.127539131725619;0.577788067989622
0.278713992699266;0.921703565725344;0.139817730516689
0.927909531078655;0.892260804906837;0.937065497901049
0.0171506271878597;0.0123460998377949;0.811360659867349
0.19211776409802;0.316582430109463;0.217644874457687
0.532292186489613;0.844421106023582;0.214588638324278
0.916979033713848;0.322963162250462;0.704964303636979
0.119604608628072;0.790884049307742;0.883488777531669
0.940376498847631;0.710088381885361;0.45761621011552
0.779061991741609;0.697207890537558;0.399036309543939
0.573406504150069;0.249978141724614;0.577582386550311
0.32827046328707;0.920017891396353;0.105021486644064
0.392405144125208;0.0630130745376816;0.990278986522702
0.130860415217473;0.403933924491975;0.101993932373092
0.737429225617681;0.529125255546347;0.316812414853897
0.564701792551802;0.85103979989176;0.710886218577101
0.615221107790047;0.453729338043584;0.2073018093935
0.662312703166696;0.130107579760998;0.997388945563822
0.565833217502484;0.222878212877379;0.20205165848189
0.852132647754327;0.877947424496658;0.175118630149093
0.973296279593197;0.923362688187799;0.272662391004816
0.239162565927608;0.655352702263907;0.453980340671447
0.332095556237579;0.195488154290202;0.93715718587815
0.251029382558371;0.292723946805783;0.280258885952637
0.662305587799528;0.915639724768582;0.140017525665022
0.358404480227675;0.103768561919097;0.590147540051618
0.0971855548896293;0.183631744109657;0.736828400937743
0.403239058792483;0.0318583304419681;0.952570189002977
0.168114701093511;0.714884188460136;0.265678230484323
0.26864307032858;0.713175794554308;0.0800789235290506
0.516890644927297;0.193765302294744;0.781625587895685
0.339317457777475;0.900711065156264;0.390432410677862
0.929309288355265;0.0983821683523725;0.945074494578997
0.337605047365003;0.26017355217538;0.180355986133558
0.685190167986373;0.746100216398084;0.208910444586756
0.912761529826709;0.86189438805357;0.242218461088529
0.790441322804983;0.259368950113705;0.939497094334245
0.821773034933254;0.897234800926162;0.848563183414408
0.878217408260698;0.139218154697169;0.374436391376912
0.0291184405267009;0.262410833606127;0.273357718086422
0.655729132819573;0.076558719308703;0.852408955666178
0.932087107325017;0.347191647151877;0.881196381542319
0.00307389007640907;0.0437791321151483;0.0974470669790954
0.172065850551796;0.237033249423611;0.610096806743042
0.718410578771152;0.442543435306051;0.708898940395563
0.805788285216938;0.959010609783216;0.867927630210814
0.423114825935047;0.0595446918385566;0.770409413866643
0.0788810450919517;0.610007204739239;0.0417295343829877
0.806879921735567;0.0666504660828266;0.953532911929389
0.232142654194688;0.298135950588928;0.188185976891818
0.558841640947247;0.499267411041088;0.922818088747409
0.250750535239452;0.789812261567007;0.0950722386689984
0.455366546269808;0.110964650370885;0.599987340124346
0.476471059989925;0.804064108672893;0.201399377527289
0.163995072325354;0.129775337500139;0.643535739169886
0.286353700874566;0.659325057602982;0.87858599897141
0.663814119127817;0.838440044564624;0.173070954136916
0.312816175800665;0.171341886738077;0.360867108737562
0.300357314634244;0.43859472460824;0.74955532365957
0.194075116751582;0.172109963827025;0.230935052338057
0.695350808496563;0.37248966232476;0.970436943087809
0.335758762704589;0.21306867906152;0.295935963585076
0.123117242084775;0.155591570199773;0.348262268796441
0.391396249255539;0.568177804997227;0.116837738059251
0.712899505178246;0.632476126480455;0.463187613886271
0.38557393526333;0.58282218490804;0.984985529700646
0.0284440074040786;0.0571217107601267;0.103988524452143
0.322944781150803;0.137884925754208;0.442622546014375
0.275551254284655;0.319407169036694;0.130997598557403
0.803185376536432;0.706984710604627;0.687610927315899
0.7549742301731;0.786620552258557;0.965054119290661
0.934495635598233;0.823015158833278;0.314498297330959
0.58549531291246;0.0594006471535102;0.422436799502774
0.879705011846374;0.735329692530901;0.536080150175347
0.148741666151957;0.191454354964268;0.375814355487295
0.653920271983663;0.938735070252788;0.925729592877724
0.625184290698205;0.0488834856583495;0.550181015638021
0.882101611994225;0.524461978242454;0.263085564560096
0.663864739765429;0.862832087133424;0.199722331229024
0.193230879221704;0.40968227483799;0.417977766062947
0.359438024361138;0.604004299655909;0.983209119255438
0.0819495245346734;0.0697620847311839;0.141509842372312
0.53001210288843;0.824527465221474;0.701170660198672
0.894315650009179;0.839551861166701;0.0536986553702994
0.998349073960255;0.998896429159856;0.0914683562938512
0.591722525652586;0.991244872381026;0.214032017302397
0.954611382648328;0.232864813700785;0.843742022551058
0.0231116407690313;0.304318340995796;0.161225010743912
0.730548617470837;0.0555111470794556;0.8718735718872
0.198814055439225;0.638967796741996;0.163819511044308
0.770935118462515;0.377584709406088;0.954718418377537
0.0437666259404899;0.601353065009228;0.267375202189537
0.853269400748638;0.509459561237093;0.352977965285765
0.553069760165835;0.329169629391859;0.314268580639265
0.204422243769611;0.633222837031207;0.377911360900598
0.555513396786966;0.0417565457310945;0.991183105488252
0.353751157877971;0.90727158020158;0.26720838355946
0.736271433672498;0.054549272936027;0.798336067941106
0.337129103516198;0.437855413392259;0.0557319358470467
0.524576430632694;0.740090196229561;0.584235183409654
0.0374912326250383;0.160478201989057;0.9395177671433
0.265484920863539;0.390852977984919;0.632020235327211
0.221646897182845;0.210075217476793;0.323974314476625
0.62499808450202;0.318547160934551;0.753497519706442
0.420794723052237;0.19698112348568;0.787078063686963
0.178907337560352;0.142736116359161;0.346274632405539
0.190108881697293;0.274972151698102;0.432141441448206
0.331833816037061;0.519976152383332;0.197312682669108
0.607591095549208;0.602597632901692;0.422177717159577
0.577868999198363;0.829472458323363;0.911806689950769
0.603691300899357;0.241481359275536;0.139073210233083
0.0508428610963426;0.270167497018849;0.46560445544862
0.60675595830522;0.220375052407903;0.644169656054645
0.141170283685862;0.577925020402546;0.935573599284615
0.357611372892938;0.494121696594258;0.223541895311929
0.826260774587088;0.330137567935347;0.439223599693401
0.716944361114866;0.423982205597995;0.284851847785246
0.735885172105169;0.514093856014113;0.475062023023817
0.199384823704339;0.108798968927844;0.959386337065546
0.860404203770673;0.980591461346685;0.199656925815615
0.234501192184325;0.121108920453351;0.477104268803119
0.403980755029581;0.0896116042749045;0.403254521629107
0.0105401785398945;0.165475320587353;0.675042621814112
0.242408632473491;0.77232026748747;0.60882471694407
0.616230396917364;0.0982107204528453;0.951369702188627
0.617387037058266;0.331960075897672;0.331997660842278
0.340373790427399;0.165280580584654;0.267736516270513
0.526372740078899;0.135647385791171;0.296147171471555
0.0069181696657752;0.950832407628863;0.545486191003984
0.839309176136131;0.0289562636494699;0.99532924744185
0.527450198716091;0.406980153141463;0.165560735602469
0.968317230849412;0.728743360817135;0.306976286830328
0.0359630264206927;0.592690124924183;0.80566173372112
0.564771739747857;0.669168906683024;0.438055900696158
0.321563041378675;0.379312375707789;0.677167014914633
0.902241150800168;0.14407579373833;0.110770183931522
0.841294792532938;0.80805953476036;0.110051937377552
0.85236056320133;0.94558809066883;0.774546629029562
0.299164813176713;0.344591769364386;0.993025954349116
0.965812053717859;0.0423336222537638;0.341495803279078
0.334150707609996;0.704516218498731;0.00330877569110573
0.372173498584297;0.985532639510633;0.935032126330627
0.801115717134901;0.20444365256696;0.88371385239743
0.619799913758623;0.762993918364845;0.182634660052661
0.0122789492306253;0.779541482961668;0.468125196769146
0.39013466114813;0.0929741812255445;0.336203311366209
0.337618506494042;0.0484493717354052;0.919741348897957
0.462111176069847;0.521913461039796;0.199561387195724
0.231140813368226;0.607287507074069;0.420852892646259
0.741313525730016;0.942307920085505;0.449498147307765
0.66783933655785;0.0878733430946468;0.614661349216036
0.920497736155287;0.702813236075014;0.822704329978852
0.295374517167522;0.129223610271305;0.404346242769124
0.263239602039057;0.621676029067946;0.433983913860848
0.200943426933057;0.868927548135304;0.191622677808048
0.970779443137817;0.486294176411931;0.708981326026776
0.143753639162757;0.690289077833286;0.843366053620553
0.958097692855522;0.236935688281682;0.222134162327158
0.151118373356637;0.86787325281716;0.322482324865763
0.124306593233242;0.498294940234961;0.616004105875166
